merchant,category,amt,gender,zip,city_pop,is_fraud,age,hour,is_weekend
fraud_Baumbach Ltd,personal_care,29.25,M,73134,640470,0,21749,17,weekend
fraud_Hamill-D'Amore,health_fitness,7.58,M,72165,111,0,9341,17,weekend
fraud_Berge-Ullrich,home,124.14,F,98027,50489,0,15290,17,weekend
"fraud_Durgan, Gislason and Spencer",home,13.78,M,63453,519,0,21880,17,weekend
fraud_Waelchi-Wolf,kids_pets,2.67,F,28073,5621,0,19049,17,weekend
"fraud_Johnson, Runolfsdottir and Mayer",misc_net,121.92,M,59871,218,0,11104,17,weekend
fraud_Feil-Morar,health_fitness,4.99,F,21102,11751,0,22609,17,weekend
fraud_Bernhard-Lesch,food_dining,14.07,M,53061,5196,0,17519,17,weekend
"fraud_McDermott, Osinski and Morar",home,21.65,F,10280,1577385,0,23617,17,weekend
"fraud_Lakin, Ferry and Beatty",food_dining,25.95,F,30009,165556,0,10240,17,weekend
fraud_Grimes LLC,entertainment,37.32,F,72059,37,0,24845,17,weekend
"fraud_Schiller, Blanda and Johnson",home,29.29,F,78584,18128,0,12847,17,weekend
fraud_Kutch-Wilderman,home,1.12,F,98238,85,0,15105,17,weekend
fraud_Veum-Koelpin,travel,7.72,F,91702,59705,0,15541,17,weekend
"fraud_Hagenes, Kohler and Hoppe",food_dining,187.2,M,21208,33917,0,17743,17,weekend
fraud_Schmeler-Howe,personal_care,12.96,M,99746,277,0,21979,17,weekend
fraud_Fritsch and Sons,health_fitness,4.13,F,69165,1789,0,16038,17,weekend
fraud_Friesen-Ortiz,personal_care,9.15,F,38778,1686,0,14309,17,weekend
fraud_Nienow PLC,entertainment,54.62,M,48088,134056,0,16672,17,weekend
fraud_Reichel LLC,personal_care,26.27,M,73134,640470,0,21749,17,weekend
"fraud_Kuhic, Bins and Pfeffer",shopping_net,15.65,F,55128,753116,0,19880,17,weekend
fraud_Waters-Cruickshank,health_fitness,101.4,M,7208,124967,0,16455,17,weekend
fraud_Rau-Grant,kids_pets,37.17,M,93529,633,0,35917,17,weekend
"fraud_Haley, Batz and Auer",health_fitness,33.57,F,43102,4512,0,12151,17,weekend
"fraud_Reichel, Bradtke and Blanda",travel,2.92,F,87543,247,0,23453,17,weekend
"fraud_Larkin, Stracke and Greenfelder",entertainment,194.68,F,7439,2456,0,11625,17,weekend
"fraud_Schiller, Blanda and Johnson",home,28.97,F,19310,3066,0,35607,18,weekend
fraud_Gerhold LLC,home,34.64,M,48214,673342,0,15470,18,weekend
fraud_Goyette-Gerhold,kids_pets,34.51,M,46366,5791,0,24201,18,weekend
fraud_Bashirian Group,shopping_net,2.6,M,49621,3096,0,18353,18,weekend
fraud_Schmidt-Larkin,home,29.68,M,7747,30770,0,11943,18,weekend
fraud_Erdman-Ebert,personal_care,89.98,F,44233,7646,0,13630,18,weekend
"fraud_Dare, Casper and Bartoletti",kids_pets,119.18,F,54487,9594,0,10274,18,weekend
"fraud_Torp, Muller and Borer",health_fitness,93.97,M,63829,1120,0,25104,18,weekend
"fraud_Hauck, Dietrich and Funk",kids_pets,78.05,F,35901,67082,0,22980,18,weekend
fraud_Altenwerth-Kilback,home,74.48,M,23303,741,0,14390,18,weekend
fraud_Sporer-Keebler,personal_care,1.92,F,16114,606,0,10336,18,weekend
"fraud_Zemlak, Tillman and Cremin",personal_care,36.67,F,55428,1022298,0,21258,18,weekend
fraud_Waelchi Inc,kids_pets,55.46,F,28405,186140,0,15676,18,weekend
fraud_Pollich LLC,home,36.08,M,12410,397,0,34453,18,weekend
fraud_Gibson-Deckow,entertainment,87.4,M,36111,214703,0,11417,18,weekend
fraud_Schmidt-Larkin,home,154.81,F,83646,84106,0,20056,18,weekend
fraud_Waelchi Inc,kids_pets,76.94,F,39157,24645,0,21775,18,weekend
"fraud_Wuckert, Wintheiser and Friesen",home,72.33,F,12037,4015,0,19811,18,weekend
"fraud_Larson, Quitzon and Spencer",travel,1.35,M,7022,13835,0,21411,18,weekend
fraud_Fadel Inc,health_fitness,286.98,M,28314,238602,0,11928,18,weekend
fraud_Watsica LLC,personal_care,6.35,F,33620,717255,0,21665,18,weekend
"fraud_Turcotte, McKenzie and Koss",entertainment,65.69,F,29809,2206,0,14254,18,weekend
"fraud_Hahn, Bahringer and McLaughlin",personal_care,116.75,F,37932,391389,0,11585,18,weekend
fraud_Fadel Inc,health_fitness,38.43,F,31563,1324,0,36341,18,weekend
fraud_Nader-Maggio,personal_care,24.9,F,79837,579,0,29264,18,weekend
"fraud_Schuppe, Nolan and Hoeger",shopping_pos,166.65,M,59871,218,0,11104,18,weekend
fraud_Kihn-Schuster,food_dining,54.83,M,46765,5341,0,11369,18,weekend
fraud_Kuphal-Toy,food_dining,66.35,M,56152,1507,0,11777,18,weekend
fraud_Fadel-Hilpert,health_fitness,49.51,M,29105,1514,0,21575,18,weekend
fraud_Champlin-Casper,home,114.35,M,33981,79008,0,15106,18,weekend
fraud_Goyette-Gerhold,kids_pets,89.68,F,57340,355,0,25765,18,weekend
fraud_Gerlach Inc,shopping_net,4.78,M,89512,276896,0,10530,18,weekend
fraud_Weber and Sons,food_dining,55.31,M,79085,53,0,12257,18,weekend
fraud_Kub PLC,personal_care,21.23,F,33811,237282,0,16992,18,weekend
fraud_Emmerich-Rau,personal_care,2.58,M,4287,3224,0,10367,18,weekend
"fraud_Roberts, Daniel and Macejkovic",kids_pets,138.86,M,84532,9772,0,13195,18,weekend
fraud_Botsford PLC,home,83.87,M,14778,1453,0,18956,18,weekend
fraud_Weber and Sons,food_dining,82.1,F,62075,3458,0,14642,18,weekend
fraud_Torp-Lemke,misc_pos,434.93,M,76248,95035,0,14090,18,weekend
fraud_Jacobi and Sons,shopping_pos,4.3,M,59714,18182,0,18457,18,weekend
"fraud_Brown, Homenick and Lesch",health_fitness,5.07,F,13615,1271,0,24620,18,weekend
fraud_Schumm PLC,health_fitness,75.63,M,16362,1102,0,13334,18,weekend
fraud_Fritsch and Sons,health_fitness,75.49,M,82711,110,0,19231,18,weekend
fraud_Parker-Kunde,personal_care,63.81,M,49632,1126,0,25755,18,weekend
"fraud_Haley, Batz and Auer",health_fitness,4.59,M,3818,3807,0,9573,18,weekend
fraud_Bednar Inc,travel,531.37,M,18246,143,0,16030,18,weekend
fraud_Rippin-VonRueden,health_fitness,72.63,M,53924,1360,0,15039,18,weekend
"fraud_Nicolas, Hills and McGlynn",entertainment,28.25,F,66941,242,0,14055,18,weekend
fraud_Bins-Howell,personal_care,21.59,F,24986,5216,0,11784,18,weekend
"fraud_O'Connell, Botsford and Hand",home,86.87,M,5654,970,0,11790,18,weekend
fraud_Baumbach Ltd,personal_care,50.99,M,92210,4677,0,25816,18,weekend
fraud_Berge-Ullrich,home,21.46,F,97377,917,0,11143,18,weekend
fraud_Herman Inc,misc_pos,1.51,F,45307,338,0,13679,18,weekend
fraud_Wilkinson PLC,kids_pets,74.77,M,82501,19408,0,11808,18,weekend
fraud_Watsica LLC,personal_care,64.57,F,94015,107941,0,12516,18,weekend
"fraud_Ruecker, Beer and Collier",shopping_net,29.21,F,13367,8830,0,12705,18,weekend
fraud_Friesen Ltd,health_fitness,33.6,F,85173,2872,0,13953,18,weekend
"fraud_Greenholt, O'Hara and Balistreri",shopping_net,4.51,F,75452,4090,0,17824,18,weekend
fraud_Cormier LLC,health_fitness,35.11,M,4287,3224,0,10367,18,weekend
fraud_Heaney-Marquardt,entertainment,87.39,F,62856,324,0,18105,18,weekend
"fraud_Moore, Williamson and Emmerich",home,41.46,M,16421,2518,0,29196,18,weekend
fraud_Champlin and Sons,home,96.11,F,87116,641349,0,21535,18,weekend
"fraud_Schoen, Nienow and Bauch",personal_care,23.52,F,42273,443,0,28668,18,weekend
fraud_Ratke and Sons,health_fitness,35.06,M,54654,153,0,23340,18,weekend
"fraud_Champlin, Rolfson and Connelly",travel,481.58,M,97813,1302,0,17980,18,weekend
"fraud_Schroeder, Hauck and Treutel",entertainment,315.51,F,50469,1574,0,15719,18,weekend
"fraud_Bahringer, Bergnaum and Quitzon",home,21.41,F,46254,910148,0,18303,18,weekend
"fraud_Hagenes, Kohler and Hoppe",food_dining,54.69,F,80120,320420,0,18425,18,weekend
"fraud_Hagenes, Kohler and Hoppe",food_dining,149.8,F,94971,337,0,26121,18,weekend
fraud_Block-Parisian,misc_net,2.54,M,78214,1595797,0,11042,18,weekend
fraud_Rau-Robel,kids_pets,14.45,M,44412,2644,0,16439,18,weekend
fraud_Fisher-Schowalter,shopping_net,855.88,F,64630,602,1,26112,18,weekend
fraud_Sporer-Keebler,personal_care,12.99,M,47869,137,0,21488,18,weekend
fraud_Mayert Group,shopping_pos,167.35,F,76665,2526,0,20147,18,weekend
fraud_Crona and Sons,kids_pets,161.05,F,76578,1766,0,18270,18,weekend
fraud_Kling-Ernser,entertainment,21.53,F,4680,1131,0,24351,18,weekend
fraud_Kozey-McDermott,travel,5.07,M,4953,3228,0,10970,18,weekend
fraud_Hammes-Beatty,kids_pets,20.58,F,74536,1760,0,19713,18,weekend
fraud_Harris Group,food_dining,96.96,F,70774,10076,0,17556,18,weekend
"fraud_Turner, Ziemann and Lehner",food_dining,8.14,F,13361,824,0,14740,18,weekend
fraud_Kessler Group,travel,1.03,F,37165,70,0,25403,18,weekend
"fraud_Lakin, Ferry and Beatty",food_dining,28.59,F,72476,7155,0,17824,18,weekend
fraud_Kassulke Inc,entertainment,7.18,M,19017,348,0,29469,18,weekend
fraud_Marvin-Lind,personal_care,2.41,M,87533,18408,0,19533,18,weekend
fraud_Schoen Ltd,kids_pets,7.2,F,13755,1228,0,13102,18,weekend
fraud_Zboncak Ltd,food_dining,7.91,F,75452,4090,0,17824,18,weekend
"fraud_Lakin, Ferry and Beatty",food_dining,60.86,M,17088,823,0,15897,18,weekend
"fraud_Stanton, Jakubowski and Baumbach",shopping_net,1.95,M,78214,1595797,0,11042,18,weekend
fraud_Kutch-Wilderman,home,17.88,F,99160,149,0,17369,18,weekend
"fraud_Walter, Hettinger and Kessler",personal_care,77.11,M,57756,1126,0,16580,18,weekend
"fraud_Koss, Hansen and Lueilwitz",home,17.51,F,62939,3119,0,30583,18,weekend
"fraud_Lesch, D'Amore and Brown",food_dining,1.2,M,78040,248858,0,20070,18,weekend
"fraud_Streich, Rolfson and Wilderman",kids_pets,177.57,F,8324,526,0,31171,18,weekend
fraud_Jewess LLC,shopping_pos,64.0,F,32784,11432,0,14529,18,weekend
fraud_Stark-Batz,entertainment,63.59,F,77007,2906700,0,14999,18,weekend
fraud_Thiel Ltd,travel,3.9,M,39665,1196,0,24684,18,weekend
fraud_Bins-Tillman,entertainment,112.86,M,8323,804,0,22205,18,weekend
fraud_Goldner-Lemke,entertainment,32.84,F,25049,630,0,24270,18,weekend
"fraud_Heathcote, Yost and Kertzmann",shopping_net,2.13,F,77007,2906700,0,14999,18,weekend
fraud_Torphy-Goyette,shopping_pos,1.31,F,55080,2607,0,10994,18,weekend
fraud_Daugherty LLC,kids_pets,103.67,F,81642,61,0,31478,18,weekend
fraud_Torphy-Kertzmann,health_fitness,6.49,F,77412,106,0,15510,18,weekend
fraud_Schumm PLC,health_fitness,27.97,M,21524,626,0,23768,18,weekend
"fraud_Daugherty, Pouros and Beahan",shopping_pos,4.11,F,99160,149,0,17369,18,weekend
fraud_Larkin Ltd,kids_pets,7.75,M,61335,532,0,25568,18,weekend
fraud_Beier and Sons,home,22.9,F,46254,910148,0,18303,18,weekend
fraud_Altenwerth-Kilback,home,52.57,F,66941,242,0,14055,18,weekend
fraud_Ullrich Ltd,kids_pets,48.25,M,12455,1988,0,17398,18,weekend
fraud_Homenick LLC,personal_care,2.88,M,87313,5662,0,13425,18,weekend
"fraud_McCullough, Hudson and Schuster",food_dining,16.61,M,1844,47249,0,16484,19,weekend
fraud_Brown Inc,kids_pets,10.79,M,29105,1514,0,21575,19,weekend
fraud_Flatley Group,misc_pos,155.14,M,62668,1512,0,8283,19,weekend
fraud_Gottlieb Group,kids_pets,7.43,F,8014,504,0,16581,19,weekend
fraud_Kautzer and Sons,personal_care,5.28,M,79413,254282,0,27009,19,weekend
fraud_O'Keefe-Wisoky,food_dining,103.42,M,7750,3279,0,17263,19,weekend
"fraud_Ledner, Hartmann and Feest",health_fitness,32.35,F,82221,635,0,19173,19,weekend
fraud_Osinski Inc,personal_care,36.13,F,21405,92106,0,30177,19,weekend
fraud_Zboncak Ltd,food_dining,44.0,M,35747,5901,0,19526,19,weekend
"fraud_Walter, Hettinger and Kessler",personal_care,157.58,F,29911,1725,0,18663,19,weekend
"fraud_Graham, Hegmann and Hammes",food_dining,4.14,M,15686,972,0,10305,19,weekend
"fraud_Reichel, Bradtke and Blanda",travel,2.05,F,61830,478,0,24103,19,weekend
fraud_Marvin-Lind,personal_care,325.56,M,74875,1165,0,29644,19,weekend
"fraud_Heathcote, Yost and Kertzmann",shopping_net,4.01,F,29911,1725,0,18663,19,weekend
"fraud_Weimann, Kuhic and Beahan",shopping_pos,53.91,F,29320,530,0,13389,19,weekend
fraud_Kling-Ernser,entertainment,31.87,M,33040,32891,0,14210,19,weekend
fraud_Wilkinson PLC,kids_pets,54.3,M,23303,741,0,14390,19,weekend
"fraud_Stanton, Jakubowski and Baumbach",shopping_net,8.71,F,24970,4575,0,12498,19,weekend
fraud_Barton LLC,kids_pets,13.17,F,95148,973849,0,10583,19,weekend
"fraud_Roob, Conn and Tremblay",shopping_pos,232.25,M,38922,3451,0,15210,19,weekend
fraud_Beer-Jast,kids_pets,53.65,F,49101,3104,0,16357,19,weekend
fraud_Stiedemann Ltd,food_dining,57.04,F,47451,1228,0,12721,19,weekend
fraud_Kub PLC,personal_care,20.18,F,53129,13973,0,16319,19,weekend
"fraud_Roberts, Ryan and Smith",personal_care,74.44,M,79085,53,0,12257,19,weekend
"fraud_Stanton, Jakubowski and Baumbach",shopping_net,519.24,F,2908,203571,0,10999,19,weekend
fraud_Ankunding-Carroll,travel,3.51,M,48202,673342,0,20504,19,weekend
"fraud_Brown, Homenick and Lesch",health_fitness,37.1,M,40077,564,0,10866,19,weekend
fraud_Dooley-Thompson,misc_net,126.59,F,46346,1423,0,9956,19,weekend
"fraud_Becker, Harris and Harvey",personal_care,32.42,F,7980,2307,0,20574,19,weekend
fraud_Bogisich-Weimann,kids_pets,42.9,F,12910,2148,0,26529,19,weekend
fraud_Nolan-Williamson,kids_pets,69.59,F,11710,34496,0,20169,19,weekend
fraud_Schumm PLC,shopping_net,5.29,F,39073,19685,0,14991,19,weekend
fraud_Kassulke Inc,entertainment,67.38,M,40077,564,0,10866,19,weekend
fraud_Hills-Boyer,personal_care,240.13,F,68881,73,0,33206,19,weekend
"fraud_Conroy, Balistreri and Gorczany",health_fitness,77.44,M,15077,198,0,17242,19,weekend
fraud_Botsford PLC,home,44.82,F,82072,35371,0,13643,19,weekend
fraud_Champlin-Casper,home,62.42,M,11768,21902,0,18135,19,weekend
fraud_Greenholt Ltd,health_fitness,52.64,F,75661,2807,0,34682,19,weekend
fraud_Kutch-Wilderman,home,130.23,M,33844,33804,0,12792,19,weekend
fraud_Mohr Inc,shopping_pos,123.34,F,33872,50835,0,14589,19,weekend
fraud_Grimes LLC,entertainment,22.73,F,88355,8874,0,9277,19,weekend
fraud_Hamill-D'Amore,health_fitness,15.54,M,63453,519,0,21880,19,weekend
fraud_Champlin and Sons,home,14.01,M,13484,176,0,22658,19,weekend
"fraud_Bahringer, Schoen and Corkery",shopping_pos,54.62,F,28405,186140,0,15676,19,weekend
fraud_Goyette-Gerhold,kids_pets,26.23,M,59542,192,0,22651,19,weekend
fraud_Zulauf LLC,personal_care,8.99,M,7005,15269,0,11876,19,weekend
"fraud_Douglas, DuBuque and McKenzie",travel,3.1,M,84735,258,0,23422,19,weekend
"fraud_Mante, Luettgen and Hackett",health_fitness,33.7,F,43408,269,0,22031,19,weekend
fraud_Morissette LLC,entertainment,26.06,F,22810,863,0,19511,19,weekend
fraud_Lynch-Mohr,travel,8.64,F,45307,338,0,13679,19,weekend
fraud_Kozey-Kuhlman,personal_care,51.18,F,27837,5903,0,11782,19,weekend
"fraud_Weimann, Kuhic and Beahan",shopping_pos,8.02,F,13647,69,0,12637,19,weekend
"fraud_Rodriguez, Yost and Jenkins",misc_net,66.49,M,55606,272,0,8954,19,weekend
"fraud_Schuppe, Nolan and Hoeger",shopping_pos,132.17,M,93627,123,0,19329,19,weekend
"fraud_Douglas, Schneider and Turner",shopping_pos,31.37,F,83646,84106,0,20056,19,weekend
"fraud_Fadel, Mertz and Rippin",entertainment,97.79,M,55606,272,0,8954,19,weekend
fraud_Prosacco LLC,personal_care,142.48,M,76366,2317,0,22419,19,weekend
fraud_Cormier LLC,health_fitness,140.17,F,29127,8333,0,11507,19,weekend
"fraud_Lesch, D'Amore and Brown",food_dining,5.35,M,62668,1512,0,8283,19,weekend
"fraud_Reichert, Huels and Hoppe",shopping_net,6.91,F,72042,5161,0,11964,19,weekend
"fraud_Yost, Schamberger and Windler",kids_pets,99.23,M,25213,5512,0,16727,19,weekend
fraud_Sawayn PLC,shopping_pos,7.3,F,44233,7646,0,13630,19,weekend
fraud_Champlin and Sons,home,194.95,F,19154,1526206,0,19589,19,weekend
fraud_Crona and Sons,kids_pets,100.31,F,20036,601723,0,14546,19,weekend
fraud_Grimes LLC,entertainment,62.58,F,34135,51427,0,12560,19,weekend
fraud_Auer-West,shopping_net,633.05,M,33710,341043,0,13464,19,weekend
fraud_O'Connell-Ullrich,home,31.68,M,7005,15269,0,11876,19,weekend
fraud_Terry Ltd,home,74.42,M,49775,95,0,11657,19,weekend
fraud_Terry Ltd,home,153.9,F,24070,1363,0,31185,19,weekend
fraud_Medhurst Inc,home,38.82,F,31632,10295,0,10241,19,weekend
fraud_Rolfson-Kunde,personal_care,10.32,F,82221,635,0,19173,19,weekend
"fraud_Moore, Williamson and Emmerich",home,9.19,F,64686,271,0,19624,19,weekend
fraud_Morissette LLC,entertainment,138.52,F,64114,545147,0,13932,19,weekend
"fraud_Hahn, Bahringer and McLaughlin",personal_care,24.47,M,4047,1892,0,25515,19,weekend
"fraud_Pouros, Walker and Spencer",kids_pets,9.2,F,39073,19685,0,14991,19,weekend
fraud_Douglas-White,entertainment,15.82,F,13647,69,0,12637,19,weekend
fraud_Hammes-Beatty,kids_pets,24.58,F,29809,2206,0,14254,19,weekend
fraud_Beier and Sons,home,47.71,M,4074,18760,0,33885,19,weekend
fraud_Crona and Sons,kids_pets,34.43,F,7060,71485,0,18802,19,weekend
fraud_Leffler-Goldner,personal_care,31.47,F,84540,46,0,14141,19,weekend
fraud_Nolan-Williamson,kids_pets,4.34,M,14711,1766,0,23230,19,weekend
fraud_Dickinson Ltd,personal_care,57.93,M,12093,1666,0,21011,19,weekend
"fraud_Zemlak, Tillman and Cremin",personal_care,28.16,M,43985,128,0,29136,19,weekend
"fraud_Lesch, D'Amore and Brown",food_dining,70.31,F,81642,61,0,31478,19,weekend
fraud_Runte-Mohr,food_dining,96.72,F,57426,63,0,20525,19,weekend
fraud_Abernathy and Sons,food_dining,60.89,F,98836,584,0,20749,19,weekend
fraud_Leannon-Nikolaus,travel,5.05,F,72047,969,0,26302,19,weekend
"fraud_Konopelski, Schneider and Hartmann",food_dining,1.84,F,31563,1324,0,36341,19,weekend
fraud_Haag-Blanda,food_dining,54.4,F,70774,10076,0,17556,19,weekend
fraud_Schoen-Quigley,kids_pets,97.68,F,68638,1749,0,19240,19,weekend
fraud_Ernser-Feest,home,1.67,M,74555,861,0,24017,20,weekend
fraud_Rempel Inc,shopping_net,9.39,F,64114,545147,0,13932,20,weekend
"fraud_Lehner, Reichert and Mills",misc_pos,7.81,F,49895,765,0,19569,20,weekend
"fraud_Gutmann, McLaughlin and Wiza",home,152.42,F,24070,1363,0,31185,20,weekend
fraud_Weber and Sons,food_dining,41.3,F,85020,1312922,0,16148,20,weekend
fraud_Stamm-Witting,shopping_net,514.22,F,39073,19685,0,14991,20,weekend
fraud_Torp-Lemke,misc_pos,3.69,M,3818,3807,0,9573,20,weekend
"fraud_Schroeder, Wolff and Hermiston",travel,5.82,M,99033,895,0,9720,20,weekend
fraud_Ziemann-Waters,health_fitness,51.39,F,38740,466,0,25849,20,weekend
fraud_Dickinson Ltd,personal_care,6.37,F,16858,3688,0,13955,20,weekend
"fraud_Zboncak, Rowe and Murazik",shopping_net,5.59,F,68638,1749,0,19240,20,weekend
fraud_Kilback and Sons,entertainment,206.77,F,39073,19685,0,14991,20,weekend
fraud_Pollich LLC,home,1.75,M,46366,5791,0,24201,20,weekend
fraud_Berge-Hills,kids_pets,46.82,M,15324,632,0,13425,20,weekend
"fraud_Berge, Kautzer and Harris",personal_care,51.25,M,1330,1506,0,24022,20,weekend
fraud_Gleason-Macejkovic,shopping_net,3.42,M,7208,124967,0,16455,20,weekend
fraud_Lynch-Wisozk,home,108.39,M,96135,128,0,21872,20,weekend
fraud_Adams-Barrows,health_fitness,30.81,M,47434,76,0,25816,20,weekend
fraud_Stark-Batz,entertainment,17.17,M,31771,5666,0,8153,20,weekend
"fraud_Roob, Conn and Tremblay",shopping_pos,3.47,F,44412,2644,0,15478,20,weekend
"fraud_Bahringer, Bergnaum and Quitzon",home,18.24,F,86329,1179,0,25922,20,weekend
fraud_Erdman-Durgan,health_fitness,14.61,M,13484,176,0,22658,20,weekend
fraud_Schumm PLC,health_fitness,1.06,F,76834,5908,0,23290,20,weekend
"fraud_Schaefer, Fay and Hilll",entertainment,60.77,M,67529,365,0,12759,20,weekend
fraud_Daugherty-Thompson,food_dining,63.43,M,54418,1080,0,17168,20,weekend
fraud_Gottlieb-Hansen,personal_care,9.97,M,60193,92294,0,20707,20,weekend
fraud_Hoppe-Parisian,kids_pets,3.93,F,60958,2135,0,7916,20,weekend
fraud_Bernier and Sons,kids_pets,55.04,M,3601,477,0,13783,20,weekend
"fraud_Bradtke, Torp and Bahringer",personal_care,14.83,F,19007,21125,0,14839,20,weekend
fraud_Connelly PLC,food_dining,61.44,M,39113,595,0,16930,20,weekend
"fraud_Koss, Hansen and Lueilwitz",home,121.35,F,72583,1679,0,14497,20,weekend
fraud_Kerluke-Abshire,shopping_net,95.76,F,72011,4074,0,18283,20,weekend
"fraud_Nicolas, Hills and McGlynn",entertainment,1.93,M,4047,1892,0,25515,20,weekend
fraud_Crona and Sons,kids_pets,125.56,F,6365,4720,0,17768,20,weekend
fraud_Reichel LLC,personal_care,60.44,F,17060,1334,0,14268,20,weekend
fraud_Denesik and Sons,shopping_pos,4.24,M,78214,1595797,0,11042,20,weekend
fraud_Roob-Okuneva,health_fitness,198.19,M,50595,9165,0,22877,20,weekend
fraud_Crooks and Sons,personal_care,26.55,M,14425,10717,0,26751,20,weekend
"fraud_Schoen, Nienow and Bauch",personal_care,1.3,F,29032,4424,0,23538,20,weekend
fraud_Kutch-Ferry,home,16.99,F,75662,24536,0,15428,20,weekend
fraud_Upton PLC,entertainment,88.29,M,39113,595,0,16930,20,weekend
fraud_Ernser-Lynch,food_dining,8.21,F,76665,2526,0,20147,20,weekend
fraud_Osinski Inc,personal_care,9.24,M,35776,3395,0,17155,20,weekend
fraud_Graham and Sons,health_fitness,3.57,F,29661,5648,0,33333,20,weekend
fraud_Macejkovic-Lesch,shopping_pos,6.14,M,37132,158701,0,17476,20,weekend
fraud_Pacocha-Weissnat,kids_pets,13.6,M,4287,3224,0,10367,20,weekend
fraud_Fadel-Hilpert,health_fitness,101.95,M,71960,1383,0,21704,20,weekend
"fraud_Bradtke, Torp and Bahringer",personal_care,74.84,F,17041,213,0,19687,20,weekend
"fraud_Swaniawski, Lowe and Robel",shopping_pos,217.09,M,12534,17867,0,10026,20,weekend
fraud_Reichel LLC,personal_care,72.49,M,39113,595,0,16930,20,weekend
"fraud_Wuckert, Wintheiser and Friesen",home,22.62,F,99160,149,0,17369,20,weekend
fraud_Bahringer-Streich,food_dining,2.99,F,20687,313,0,18186,20,weekend
fraud_Stoltenberg-Beatty,shopping_pos,6.16,F,97377,917,0,11143,20,weekend
fraud_Terry-Huel,shopping_net,67.48,F,80951,525713,0,12298,20,weekend
fraud_Lesch Ltd,shopping_pos,116.86,F,16114,606,0,10336,20,weekend
fraud_Bednar PLC,kids_pets,33.46,F,29911,1725,0,18663,20,weekend
fraud_Towne LLC,misc_pos,4.27,M,46290,910148,0,13989,20,weekend
fraud_Connelly-Carter,home,18.03,M,83120,471,0,21345,20,weekend
fraud_Kertzmann LLC,health_fitness,11.64,F,8014,504,0,16581,20,weekend
"fraud_Dare, Casper and Bartoletti",kids_pets,38.7,F,20036,601723,0,14546,20,weekend
fraud_Stiedemann Ltd,food_dining,3.8,M,21208,33917,0,17743,20,weekend
"fraud_Schaefer, Fay and Hilll",entertainment,50.53,F,85086,1312922,0,9537,20,weekend
fraud_Fisher-Schowalter,shopping_net,8.46,F,45150,31394,0,10650,20,weekend
fraud_Wilkinson PLC,kids_pets,49.38,F,12910,2148,0,26529,20,weekend
fraud_Jast Ltd,shopping_net,5.51,F,73669,1675,0,14498,20,weekend
fraud_Medhurst Inc,home,80.29,M,22311,321490,0,12516,20,weekend
fraud_Daugherty LLC,kids_pets,63.47,F,43330,118,0,24895,20,weekend
fraud_Auer-West,shopping_net,1.31,M,77566,28739,0,9510,20,weekend
fraud_Streich Ltd,home,18.9,F,27249,12486,0,33572,20,weekend
fraud_Pollich LLC,home,29.32,M,74875,1165,0,29644,20,weekend
fraud_Crooks and Sons,personal_care,102.14,M,87313,5662,0,13425,20,weekend
fraud_Eichmann-Russel,misc_pos,403.31,M,66616,163415,0,18461,20,weekend
fraud_Brown-Greenholt,entertainment,106.94,F,46346,1423,0,9956,20,weekend
"fraud_Streich, Dietrich and Barton",shopping_net,474.63,F,19007,21125,0,14839,20,weekend
"fraud_Hagenes, Kohler and Hoppe",food_dining,130.81,F,76834,5908,0,23290,20,weekend
fraud_Zboncak LLC,food_dining,10.22,M,56729,140,0,30684,20,weekend
fraud_Turner LLC,travel,512.02,M,49775,95,0,11657,20,weekend
"fraud_Runolfsdottir, Mueller and Hand",entertainment,84.25,M,96135,128,0,21872,20,weekend
"fraud_Reichert, Rowe and Mraz",shopping_net,1.21,F,94015,107941,0,12516,20,weekend
fraud_Kuhn Group,food_dining,8.84,F,29939,302,0,19243,20,weekend
fraud_Cormier LLC,shopping_net,2.05,M,3818,3807,0,9573,20,weekend
fraud_Connelly PLC,food_dining,8.39,M,32780,54767,0,14048,20,weekend
"fraud_Cremin, Hamill and Reichel",misc_pos,3.89,M,33710,341043,0,13464,20,weekend
fraud_Crona and Sons,kids_pets,14.08,F,97014,1288,0,32760,20,weekend
"fraud_Haley, Batz and Auer",health_fitness,10.84,F,35581,5778,0,26698,20,weekend
fraud_Nolan-Williamson,kids_pets,28.73,F,11796,4056,0,12982,20,weekend
fraud_Cartwright PLC,kids_pets,7.5,F,28405,186140,0,15676,20,weekend
fraud_Kilback and Sons,entertainment,88.24,M,12460,277,0,19752,20,weekend
"fraud_Larkin, Stracke and Greenfelder",entertainment,5.49,F,72042,5161,0,11964,20,weekend
fraud_Auer LLC,personal_care,79.79,M,70531,1261,0,19550,20,weekend
"fraud_Witting, Beer and Ernser",home,6.95,F,29817,4913,0,21610,20,weekend
fraud_Sawayn PLC,shopping_pos,125.76,F,75703,144160,0,15225,20,weekend
"fraud_Brown, Homenick and Lesch",health_fitness,31.15,F,29939,302,0,19243,20,weekend
fraud_Douglas-White,entertainment,36.06,F,72047,969,0,26302,20,weekend
fraud_Ullrich Ltd,kids_pets,88.92,M,57732,1979,0,20391,20,weekend
"fraud_Hagenes, Hermann and Stroman",travel,1.26,F,84002,302,0,13141,20,weekend
"fraud_Hoppe, Harris and Bednar",entertainment,45.07,F,19154,1526206,0,19589,20,weekend
